,Category,ID,Message,Unknown,Clean_message,Tagged_message
406,affected_people,'460561872500948992',RT @STcom: RT @STForeignDesk: Saudi Arabia finds another 18 Mers cases as disease spreads  http://t.co/TLVb4KSZOd,,    Saudi Arabia finds another 18 Mers cases as disease spreads  ,"[('Saudi', 'NNP'), ('Arabia', 'NNP'), ('finds', 'VBZ'), ('another', 'DT'), ('18', 'CD'), ('Mers', 'NNS'), ('cases', 'NNS'), ('as', 'IN'), ('disease', 'NN'), ('spreads', 'NNS')]"
407,affected_people,'460561891874443264',Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control and Prevention confirmed on Sat... http://t.co/cOYEA4dJVY,,Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control and Prevention confirmed on Sat... ,"[('Third', 'JJ'), ('Case', 'NN'), ('of', 'IN'), ('MERS', 'NNP'), ('Confirmed', 'NNP'), ('in', 'IN'), ('the', 'DT'), ('U.S.', 'NNP'), (':', ':'), ('The', 'DT'), ('U.S.', 'NNP'), ('Centers', 'NNP'), ('for', 'IN'), ('Disease', 'NNP'), ('Control', 'NNP'), ('and', 'CC'), ('Prevention', 'NNP'), ('confirmed', 'VBD'), ('on', 'IN'), ('Sat', 'NNP'), ('...', ':')]"
408,affected_people,'460561905812123648',"RT @Laurie_Garrett: First USA #MERS case: Health worker in Riyadh, flew London/Chicago 4/24 then bus to Indiana. @CDC says Symptoms 4/27, hâ€¦",," _Garrett: First USA #MERS case: Health worker in Riyadh, flew London/Chicago 4/24 then bus to Indiana.  says Symptoms 4/27, h","[('_Garrett', 'NNP'), (':', ':'), ('First', 'NNP'), ('USA', 'NNP'), ('#', '#'), ('MERS', 'NNP'), ('case', 'NN'), (':', ':'), ('Health', 'NNP'), ('worker', 'NN'), ('in', 'IN'), ('Riyadh', 'NNP'), (',', ','), ('flew', 'VBD'), ('London/Chicago', 'NNP'), ('4/24', 'CD'), ('then', 'RB'), ('bus', 'VBZ'), ('to', 'TO'), ('Indiana', 'NNP'), ('.', '.'), ('says', 'VBZ'), ('Symptoms', 'NNP'), ('4/27', 'CD'), (',', ','), ('h', 'JJ')]"
409,affected_people,'460561915454828544',"Great question, no answer: Q: Did the US #MERS patient suspect he had MERS? A: The family was involved in the disagnosis process.",,"Great question, no answer: Q: Did the US #MERS patient suspect he had MERS? A: The family was involved in the disagnosis process.","[('Great', 'NNP'), ('question', 'NN'), (',', ','), ('no', 'DT'), ('answer', 'NN'), (':', ':'), ('Q', 'NNP'), (':', ':'), ('Did', 'NNP'), ('the', 'DT'), ('US', 'NNP'), ('#', '#'), ('MERS', 'NNP'), ('patient', 'NN'), ('suspect', 'NN'), ('he', 'PRP'), ('had', 'VBD'), ('MERS', 'NNP'), ('?', '.'), ('A', 'DT'), (':', ':'), ('The', 'DT'), ('family', 'NN'), ('was', 'VBD'), ('involved', 'VBN'), ('in', 'IN'), ('the', 'DT'), ('disagnosis', 'NN'), ('process', 'NN'), ('.', '.')]"
410,affected_people,'460561926070607872',MYSTERIOUS DISEASE  CDC confirms first case of MERS virus in an American: VIDEO: CDC announces the first case ... http://t.co/oDRL3xWkgZ,,MYSTERIOUS DISEASE  CDC confirms first case of MERS virus in an American: VIDEO: CDC announces the first case ... ,"[('MYSTERIOUS', 'JJ'), ('DISEASE', 'NN'), ('CDC', 'NNP'), ('confirms', 'VBZ'), ('first', 'JJ'), ('case', 'NN'), ('of', 'IN'), ('MERS', 'NNP'), ('virus', 'NN'), ('in', 'IN'), ('an', 'DT'), ('American', 'JJ'), (':', ':'), ('VIDEO', 'NNP'), (':', ':'), ('CDC', 'NNP'), ('announces', 'NNS'), ('the', 'DT'), ('first', 'JJ'), ('case', 'NN'), ('...', ':')]"
411,affected_people,'460561977991888896',"""The first U.S. case of MERS-CoV has been reported in Indiana, the Centers for Disease Control and Prevention says."" via @cnnbrk",,"""The first U.S. case of MERS-CoV has been reported in Indiana, the Centers for Disease Control and Prevention says."" via ","[('``', '``'), ('The', 'DT'), ('first', 'JJ'), ('U.S.', 'NNP'), ('case', 'NN'), ('of', 'IN'), ('MERS-CoV', 'NN'), ('has', 'VBZ'), ('been', 'VBN'), ('reported', 'VBN'), ('in', 'IN'), ('Indiana', 'NNP'), (',', ','), ('the', 'DT'), ('Centers', 'NNPS'), ('for', 'IN'), ('Disease', 'NNP'), ('Control', 'NNP'), ('and', 'CC'), ('Prevention', 'NNP'), ('says', 'VBZ'), ('.', '.'), (""''"", ""''""), ('via', 'IN')]"
412,affected_people,'460562142018551808',RT @CBCAlerts: Centers for Disease Control reports first case of #MERS in the United States. #CDC,,  Centers for Disease Control reports first case of #MERS in the United States. #CDC,"[('Centers', 'NNS'), ('for', 'IN'), ('Disease', 'NNP'), ('Control', 'NNP'), ('reports', 'VBZ'), ('first', 'JJ'), ('case', 'NN'), ('of', 'IN'), ('#', '#'), ('MERS', 'NNP'), ('in', 'IN'), ('the', 'DT'), ('United', 'NNP'), ('States', 'NNPS'), ('.', '.'), ('#', '#'), ('CDC', 'NNP')]"
413,affected_people,'460562177468792832',"RT @CNNJason: #URGENT -- The first U.S. case of #MERS -CoV has been reported in Indiana, the Centers for Disease Control and Prevention saiâ€¦",,"  #URGENT -- The first U.S. case of #MERS -CoV has been reported in Indiana, the Centers for Disease Control and Prevention sai","[('#', '#'), ('URGENT', 'NNP'), ('--', ':'), ('The', 'NNP'), ('first', 'JJ'), ('U.S.', 'NNP'), ('case', 'NN'), ('of', 'IN'), ('#', '#'), ('MERS', 'NNP'), ('-CoV', 'NNP'), ('has', 'VBZ'), ('been', 'VBN'), ('reported', 'VBN'), ('in', 'IN'), ('Indiana', 'NNP'), (',', ','), ('the', 'DT'), ('Centers', 'NNPS'), ('for', 'IN'), ('Disease', 'NNP'), ('Control', 'NNP'), ('and', 'CC'), ('Prevention', 'NNP'), ('sai', 'NN')]"
414,affected_people,'460562208850587648',2 in Florida Show Symptoms of Deadly Middle Eastern Virus http://t.co/IyIa72nHEr via mashable #tech,,2 in Florida Show Symptoms of Deadly Middle Eastern Virus  via mashable #tech,"[('2', 'LS'), ('in', 'IN'), ('Florida', 'NNP'), ('Show', 'NNP'), ('Symptoms', 'NNP'), ('of', 'IN'), ('Deadly', 'NNP'), ('Middle', 'NNP'), ('Eastern', 'NNP'), ('Virus', 'NNP'), ('via', 'IN'), ('mashable', 'JJ'), ('#', '#'), ('tech', 'NN')]"
415,affected_people,'460562220225531904',"Newest US MERS case was infected by Indiana patient, CDC says -  The Centers for Disease Control and Prevention... http://t.co/qXMau8zDbT",,"Newest US MERS case was infected by Indiana patient, CDC says -  The Centers for Disease Control and Prevention... ","[('Newest', 'NNP'), ('US', 'NNP'), ('MERS', 'NNP'), ('case', 'NN'), ('was', 'VBD'), ('infected', 'VBN'), ('by', 'IN'), ('Indiana', 'NNP'), ('patient', 'NN'), (',', ','), ('CDC', 'NNP'), ('says', 'VBZ'), ('-', ':'), ('The', 'DT'), ('Centers', 'NNPS'), ('for', 'IN'), ('Disease', 'NNP'), ('Control', 'NNP'), ('and', 'CC'), ('Prevention', 'NNP'), ('...', ':')]"
416,affected_people,'460562228890988544',"Second U.S. case of MERS virus found in Florida, CDC says: Centers for Disease Control believes ... http://t.co/BG0w3aZjQf #MuhamadJabal",,"Second U.S. case of MERS virus found in Florida, CDC says: Centers for Disease Control believes ...  #MuhamadJabal","[('Second', 'JJ'), ('U.S.', 'NNP'), ('case', 'NN'), ('of', 'IN'), ('MERS', 'NNP'), ('virus', 'NN'), ('found', 'VBD'), ('in', 'IN'), ('Florida', 'NNP'), (',', ','), ('CDC', 'NNP'), ('says', 'VBZ'), (':', ':'), ('Centers', 'NNPS'), ('for', 'IN'), ('Disease', 'NNP'), ('Control', 'NNP'), ('believes', 'VBZ'), ('...', ':'), ('#', '#'), ('MuhamadJabal', 'NNP')]"
417,affected_people,'460562234855653376',RT @Salon: It's spreading: Two more in Florida show symptoms of deadly MERS virus http://t.co/CjrmMZIVR3,,  It's spreading: Two more in Florida show symptoms of deadly MERS virus ,"[('It', 'PRP'), (""'s"", 'VBZ'), ('spreading', 'VBG'), (':', ':'), ('Two', 'CD'), ('more', 'JJR'), ('in', 'IN'), ('Florida', 'NNP'), ('show', 'NN'), ('symptoms', 'NNS'), ('of', 'IN'), ('deadly', 'RB'), ('MERS', 'NNP'), ('virus', 'NN')]"
418,affected_people,'460562365533003776',RT @CBCTheNational: WATCH: A Canadian doctor is being monitored for symptoms of the deadly MERS virus. http://t.co/sqQRwgST4j,,  WATCH: A Canadian doctor is being monitored for symptoms of the deadly MERS virus. ,"[('WATCH', 'NN'), (':', ':'), ('A', 'DT'), ('Canadian', 'JJ'), ('doctor', 'NN'), ('is', 'VBZ'), ('being', 'VBG'), ('monitored', 'VBN'), ('for', 'IN'), ('symptoms', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('deadly', 'RB'), ('MERS', 'NNP'), ('virus', 'NN'), ('.', '.')]"
419,affected_people,'460562380187897856',Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control and Prevention confirmed on Sat... http://t.co/hOj5PpI1GX,,Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control and Prevention confirmed on Sat... ,"[('Third', 'JJ'), ('Case', 'NN'), ('of', 'IN'), ('MERS', 'NNP'), ('Confirmed', 'NNP'), ('in', 'IN'), ('the', 'DT'), ('U.S.', 'NNP'), (':', ':'), ('The', 'DT'), ('U.S.', 'NNP'), ('Centers', 'NNP'), ('for', 'IN'), ('Disease', 'NNP'), ('Control', 'NNP'), ('and', 'CC'), ('Prevention', 'NNP'), ('confirmed', 'VBD'), ('on', 'IN'), ('Sat', 'NNP'), ('...', ':')]"
420,affected_people,'460562403189465088',Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control and Prevention confirmed on Sat... http://t.co/K5WxUNVAiN,,Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control and Prevention confirmed on Sat... ,"[('Third', 'JJ'), ('Case', 'NN'), ('of', 'IN'), ('MERS', 'NNP'), ('Confirmed', 'NNP'), ('in', 'IN'), ('the', 'DT'), ('U.S.', 'NNP'), (':', ':'), ('The', 'DT'), ('U.S.', 'NNP'), ('Centers', 'NNP'), ('for', 'IN'), ('Disease', 'NNP'), ('Control', 'NNP'), ('and', 'CC'), ('Prevention', 'NNP'), ('confirmed', 'VBD'), ('on', 'IN'), ('Sat', 'NNP'), ('...', ':')]"
421,affected_people,'460562450094366720',"RT @aawayne: Scary disease update: #MERS patient in Orlando discharged, all hospital workers test negative. Makes MERS 0-fer-3 in the U.S. â€¦",,"  Scary disease update: #MERS patient in Orlando discharged, all hospital workers test negative. Makes MERS 0-fer-3 in the U.S. ","[('Scary', 'NNP'), ('disease', 'NN'), ('update', 'NN'), (':', ':'), ('#', '#'), ('MERS', 'NNS'), ('patient', 'NN'), ('in', 'IN'), ('Orlando', 'NNP'), ('discharged', 'VBD'), (',', ','), ('all', 'DT'), ('hospital', 'JJ'), ('workers', 'NNS'), ('test', 'NN'), ('negative', 'JJ'), ('.', '.'), ('Makes', 'NNP'), ('MERS', 'NNP'), ('0-fer-3', 'CD'), ('in', 'IN'), ('the', 'DT'), ('U.S', 'JJ'), ('.', '.')]"
422,affected_people,'460562478586265600',2 in Florida Show Symptoms of Deadly Middle Eastern Virus: Two healthcare workers at an Orlando-area hospital ... http://t.co/DGw1Y9N1Tq,,2 in Florida Show Symptoms of Deadly Middle Eastern Virus: Two healthcare workers at an Orlando-area hospital ... ,"[('2', 'LS'), ('in', 'IN'), ('Florida', 'NNP'), ('Show', 'NNP'), ('Symptoms', 'NNP'), ('of', 'IN'), ('Deadly', 'NNP'), ('Middle', 'NNP'), ('Eastern', 'NNP'), ('Virus', 'NNP'), (':', ':'), ('Two', 'CD'), ('healthcare', 'JJ'), ('workers', 'NNS'), ('at', 'IN'), ('an', 'DT'), ('Orlando-area', 'NNP'), ('hospital', 'NN'), ('...', ':')]"
423,affected_people,'460562618277560320',Saudi Arabia Finds Another 32 MERS Cases as Disease Spreads: Saudi Arabia said on Thursday it had identified 3... http://t.co/V9VgeyeZVI,,Saudi Arabia Finds Another 32 MERS Cases as Disease Spreads: Saudi Arabia said on Thursday it had identified 3... ,"[('Saudi', 'NNP'), ('Arabia', 'NNP'), ('Finds', 'NNPS'), ('Another', 'NNP'), ('32', 'CD'), ('MERS', 'NNP'), ('Cases', 'NNP'), ('as', 'IN'), ('Disease', 'NNP'), ('Spreads', 'NNP'), (':', ':'), ('Saudi', 'NNP'), ('Arabia', 'NNP'), ('said', 'VBD'), ('on', 'IN'), ('Thursday', 'NNP'), ('it', 'PRP'), ('had', 'VBD'), ('identified', 'VBN'), ('3', 'CD'), ('...', ':')]"
424,affected_people,'460562704252407808',[ #Luiis_3x ] Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control and... http://t.co/vtE1TCdsls [ #Luiis_3x ],,[ #Luiis_3x ] Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control and...  [ #Luiis_3x ],"[('[', 'NN'), ('#', '#'), ('Luiis_3x', 'NNP'), (']', 'NNP'), ('Third', 'NNP'), ('Case', 'NNP'), ('of', 'IN'), ('MERS', 'NNP'), ('Confirmed', 'NNP'), ('in', 'IN'), ('the', 'DT'), ('U.S.', 'NNP'), (':', ':'), ('The', 'DT'), ('U.S.', 'NNP'), ('Centers', 'NNP'), ('for', 'IN'), ('Disease', 'NNP'), ('Control', 'NNP'), ('and', 'CC'), ('...', ':'), ('[', ':'), ('#', '#'), ('Luiis_3x', 'NNP'), (']', 'NNP')]"
425,affected_people,'460562789832982528',April 24 patient flew from Saudi Arabia to London to Chicago. Took bus to Indiana. April 27 developed resp symptoms @fox59 #MERS,,April 24 patient flew from Saudi Arabia to London to Chicago. Took bus to Indiana. April 27 developed resp symptoms  #MERS,"[('April', 'NNP'), ('24', 'CD'), ('patient', 'NN'), ('flew', 'NN'), ('from', 'IN'), ('Saudi', 'NNP'), ('Arabia', 'NNP'), ('to', 'TO'), ('London', 'NNP'), ('to', 'TO'), ('Chicago', 'NNP'), ('.', '.'), ('Took', 'NNP'), ('bus', 'NN'), ('to', 'TO'), ('Indiana', 'NNP'), ('.', '.'), ('April', 'NNP'), ('27', 'CD'), ('developed', 'VBD'), ('resp', 'NN'), ('symptoms', 'NNS'), ('#', '#'), ('MERS', 'NNS')]"
426,affected_people,'460562827913084928',Saudi Arabia finds another 32 MERS cases as disease spreads: RIYADH (Reuters) - Saudi Ara... http://t.co/44dYNv1m5i #Moyyer #healthynews,,Saudi Arabia finds another 32 MERS cases as disease spreads: RIYADH (Reuters) - Saudi Ara...  #Moyyer #healthynews,"[('Saudi', 'NNP'), ('Arabia', 'NNP'), ('finds', 'VBZ'), ('another', 'DT'), ('32', 'CD'), ('MERS', 'NNS'), ('cases', 'NNS'), ('as', 'IN'), ('disease', 'NN'), ('spreads', 'NNS'), (':', ':'), ('RIYADH', 'NNP'), ('(', ':'), ('Reuters', 'NNP'), (')', 'NNP'), ('-', ':'), ('Saudi', 'NNP'), ('Ara', 'NNP'), ('...', ':'), ('#', '#'), ('Moyyer', 'NNP'), ('#', '#'), ('healthynews', 'NNS')]"
427,affected_people,'460562870833389568',RT @LiveScience: MERS Victim Caught Deadly Disease from Camel http://t.co/FxaZa7wC2m,,  MERS Victim Caught Deadly Disease from Camel ,"[('MERS', 'NNS'), ('Victim', 'NNP'), ('Caught', 'NNP'), ('Deadly', 'NNP'), ('Disease', 'NNP'), ('from', 'IN'), ('Camel', 'NNP')]"
428,affected_people,'460562890567585792',#Albert_Stanlie INF: First Case of Deadly Middle Eastern Virus Found in U.S.: The Centers for Disease Control ... http://t.co/ky2cOdlRKb,,#Albert_Stanlie INF: First Case of Deadly Middle Eastern Virus Found in U.S.: The Centers for Disease Control ... ,"[('#', '#'), ('Albert_Stanlie', 'NNP'), ('INF', 'NNP'), (':', ':'), ('First', 'NNP'), ('Case', 'NNP'), ('of', 'IN'), ('Deadly', 'NNP'), ('Middle', 'NNP'), ('Eastern', 'NNP'), ('Virus', 'NNP'), ('Found', 'NNP'), ('in', 'IN'), ('U.S.', 'NNP'), (':', ':'), ('The', 'DT'), ('Centers', 'NNPS'), ('for', 'IN'), ('Disease', 'NNP'), ('Control', 'NNP'), ('...', ':')]"
429,affected_people,'460562912034037762',#DmEdiison_21 First Case of Deadly Middle Eastern Virus Found in U.S.: The Centers for Disease C... http://t.co/i9s8fYtj3N @DmEdiison_21,,#DmEdiison_21 First Case of Deadly Middle Eastern Virus Found in U.S.: The Centers for Disease C...  _21,"[('#', '#'), ('DmEdiison_21', 'NNP'), ('First', 'NNP'), ('Case', 'NNP'), ('of', 'IN'), ('Deadly', 'NNP'), ('Middle', 'NNP'), ('Eastern', 'NNP'), ('Virus', 'NNP'), ('Found', 'NNP'), ('in', 'IN'), ('U.S.', 'NNP'), (':', ':'), ('The', 'DT'), ('Centers', 'NNPS'), ('for', 'IN'), ('Disease', 'NNP'), ('C', 'NNP'), ('...', ':'), ('_21', 'NNP')]"
430,affected_people,'460562916656160768',Saudi Arabia Finds Another 32 MERS Cases as Disease Spreads: Saudi Arabia said on Thursday it had identified 3... http://t.co/y3QqPrhQ5j,,Saudi Arabia Finds Another 32 MERS Cases as Disease Spreads: Saudi Arabia said on Thursday it had identified 3... ,"[('Saudi', 'NNP'), ('Arabia', 'NNP'), ('Finds', 'NNPS'), ('Another', 'NNP'), ('32', 'CD'), ('MERS', 'NNP'), ('Cases', 'NNP'), ('as', 'IN'), ('Disease', 'NNP'), ('Spreads', 'NNP'), (':', ':'), ('Saudi', 'NNP'), ('Arabia', 'NNP'), ('said', 'VBD'), ('on', 'IN'), ('Thursday', 'NNP'), ('it', 'PRP'), ('had', 'VBD'), ('identified', 'VBN'), ('3', 'CD'), ('...', ':')]"
431,affected_people,'460562955034054656',"Newest US MERS case was infected by Indiana patient, CDC says -  The Centers for Disease Control and Prevention... http://t.co/qXMau8zDbT",,"Newest US MERS case was infected by Indiana patient, CDC says -  The Centers for Disease Control and Prevention... ","[('Newest', 'NNP'), ('US', 'NNP'), ('MERS', 'NNP'), ('case', 'NN'), ('was', 'VBD'), ('infected', 'VBN'), ('by', 'IN'), ('Indiana', 'NNP'), ('patient', 'NN'), (',', ','), ('CDC', 'NNP'), ('says', 'VBZ'), ('-', ':'), ('The', 'DT'), ('Centers', 'NNPS'), ('for', 'IN'), ('Disease', 'NNP'), ('Control', 'NNP'), ('and', 'CC'), ('Prevention', 'NNP'), ('...', ':')]"
432,affected_people,'460563071405404161',"Infectious disease specialist: MERS won't become pandemic: Despite two reported cases in the United States, one... http://t.co/ts11v9Ot10",,"Infectious disease specialist: MERS won't become pandemic: Despite two reported cases in the United States, one... ","[('Infectious', 'JJ'), ('disease', 'NN'), ('specialist', 'NN'), (':', ':'), ('MERS', 'NNS'), ('wo', 'MD'), (""n't"", 'RB'), ('become', 'VB'), ('pandemic', 'JJ'), (':', ':'), ('Despite', 'IN'), ('two', 'CD'), ('reported', 'VBN'), ('cases', 'NNS'), ('in', 'IN'), ('the', 'DT'), ('United', 'NNP'), ('States', 'NNPS'), (',', ','), ('one', 'CD'), ('...', ':')]"
433,affected_people,'460563114434375682',Tracker of the MERS disease - first case reported in US http://t.co/BDsSaa6O3K,,Tracker of the MERS disease - first case reported in US ,"[('Tracker', 'NN'), ('of', 'IN'), ('the', 'DT'), ('MERS', 'NNP'), ('disease', 'NN'), ('-', ':'), ('first', 'JJ'), ('case', 'NN'), ('reported', 'VBD'), ('in', 'IN'), ('US', 'NNP')]"
434,affected_people,'460563129181560832',Check out this CEO: MYSTERIOUS DISEASE CDC confirms first case of MERS virus in an American http://t.co/CXwdW5uCUI,,Check out this CEO: MYSTERIOUS DISEASE CDC confirms first case of MERS virus in an American ,"[('Check', 'NNP'), ('out', 'IN'), ('this', 'DT'), ('CEO', 'NNP'), (':', ':'), ('MYSTERIOUS', 'JJ'), ('DISEASE', 'NN'), ('CDC', 'NNP'), ('confirms', 'VBZ'), ('first', 'JJ'), ('case', 'NN'), ('of', 'IN'), ('MERS', 'NNP'), ('virus', 'NN'), ('in', 'IN'), ('an', 'DT'), ('American', 'JJ')]"
435,affected_people,'460563133656879104',Saudi Arabia finds another 18 MERS cases as disease spreads: Saudi Arabia has identified 18 new cases of Middle... http://t.co/61SfwOQSCL,,Saudi Arabia finds another 18 MERS cases as disease spreads: Saudi Arabia has identified 18 new cases of Middle... ,"[('Saudi', 'NNP'), ('Arabia', 'NNP'), ('finds', 'VBZ'), ('another', 'DT'), ('18', 'CD'), ('MERS', 'NNS'), ('cases', 'NNS'), ('as', 'IN'), ('disease', 'NN'), ('spreads', 'NNS'), (':', ':'), ('Saudi', 'NNP'), ('Arabia', 'NNP'), ('has', 'VBZ'), ('identified', 'VBN'), ('18', 'CD'), ('new', 'JJ'), ('cases', 'NNS'), ('of', 'IN'), ('Middle', 'NNP'), ('...', ':')]"
436,affected_people,'460563244759801857',2 in Florida Show Symptoms of Deadly Middle Eastern Virus: Two healthcare workers at an Orlando-area hospital ... http://t.co/mr26C578k8,,2 in Florida Show Symptoms of Deadly Middle Eastern Virus: Two healthcare workers at an Orlando-area hospital ... ,"[('2', 'LS'), ('in', 'IN'), ('Florida', 'NNP'), ('Show', 'NNP'), ('Symptoms', 'NNP'), ('of', 'IN'), ('Deadly', 'NNP'), ('Middle', 'NNP'), ('Eastern', 'NNP'), ('Virus', 'NNP'), (':', ':'), ('Two', 'CD'), ('healthcare', 'JJ'), ('workers', 'NNS'), ('at', 'IN'), ('an', 'DT'), ('Orlando-area', 'NNP'), ('hospital', 'NN'), ('...', ':')]"
437,affected_people,'460563435571249152',RT @mashable: Forget Alec Baldwin! Two additional health care workers are showing symptoms of the deadly #MERS virus in U.S. http://t.co/YVâ€¦,,  Forget Alec Baldwin! Two additional health care workers are showing symptoms of the deadly #MERS virus in U.S. ,"[('Forget', 'NN'), ('Alec', 'NNP'), ('Baldwin', 'NNP'), ('!', '.'), ('Two', 'CD'), ('additional', 'JJ'), ('health', 'NN'), ('care', 'NN'), ('workers', 'NNS'), ('are', 'VBP'), ('showing', 'VBG'), ('symptoms', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('deadly', 'RB'), ('#', '#'), ('MERS', 'NNS'), ('virus', 'VBZ'), ('in', 'IN'), ('U.S', 'JJ'), ('.', '.')]"
438,affected_people,'460563643823058944',RT @ECDC_MSprenger: No. of #MERS-CoV cases increased rapidly in Arabian Peninsula but human-to-human transmission remains low in Europe httâ€¦,, _MSprenger: No. of #MERS-CoV cases increased rapidly in Arabian Peninsula but human-to-human transmission remains low in Europe htt,"[('_MSprenger', 'NNP'), (':', ':'), ('No', 'DT'), ('.', '.'), ('of', 'IN'), ('#', '#'), ('MERS-CoV', 'JJ'), ('cases', 'NNS'), ('increased', 'VBD'), ('rapidly', 'RB'), ('in', 'IN'), ('Arabian', 'NNP'), ('Peninsula', 'NNP'), ('but', 'CC'), ('human-to-human', 'JJ'), ('transmission', 'NN'), ('remains', 'VBZ'), ('low', 'JJ'), ('in', 'IN'), ('Europe', 'NNP'), ('htt', 'NN')]"
439,affected_people,'460563659597426688',2 in Florida Show Symptoms of Deadly Middle Eastern Virus: Two healthcare workers at an Orlando-area hospital ... http://t.co/wqariuv676,,2 in Florida Show Symptoms of Deadly Middle Eastern Virus: Two healthcare workers at an Orlando-area hospital ... ,"[('2', 'LS'), ('in', 'IN'), ('Florida', 'NNP'), ('Show', 'NNP'), ('Symptoms', 'NNP'), ('of', 'IN'), ('Deadly', 'NNP'), ('Middle', 'NNP'), ('Eastern', 'NNP'), ('Virus', 'NNP'), (':', ':'), ('Two', 'CD'), ('healthcare', 'JJ'), ('workers', 'NNS'), ('at', 'IN'), ('an', 'DT'), ('Orlando-area', 'NNP'), ('hospital', 'NN'), ('...', ':')]"
440,affected_people,'460564004859940865',"RT @sarahrodeo: The first U.S. case of MERS-CoV has been reported in Indiana, the Centers for Disease Control and Prevention says. http://tâ€¦",,"  The first U.S. case of MERS-CoV has been reported in Indiana, the Centers for Disease Control and Prevention says. ","[('The', 'DT'), ('first', 'JJ'), ('U.S.', 'NNP'), ('case', 'NN'), ('of', 'IN'), ('MERS-CoV', 'NN'), ('has', 'VBZ'), ('been', 'VBN'), ('reported', 'VBN'), ('in', 'IN'), ('Indiana', 'NNP'), (',', ','), ('the', 'DT'), ('Centers', 'NNPS'), ('for', 'IN'), ('Disease', 'NNP'), ('Control', 'NNP'), ('and', 'CC'), ('Prevention', 'NNP'), ('says', 'VBZ'), ('.', '.')]"
441,affected_people,'460564384696135680',"""The first U.S. case of MERS-CoV has been reported in Indiana, the Centers for Disease Control and Prevention says.""via @cnnbrk we're fucked",,"""The first U.S. case of MERS-CoV has been reported in Indiana, the Centers for Disease Control and Prevention says.""via  we're fucked","[('``', '``'), ('The', 'DT'), ('first', 'JJ'), ('U.S.', 'NNP'), ('case', 'NN'), ('of', 'IN'), ('MERS-CoV', 'NN'), ('has', 'VBZ'), ('been', 'VBN'), ('reported', 'VBN'), ('in', 'IN'), ('Indiana', 'NNP'), (',', ','), ('the', 'DT'), ('Centers', 'NNPS'), ('for', 'IN'), ('Disease', 'NNP'), ('Control', 'NNP'), ('and', 'CC'), ('Prevention', 'NNP'), ('says', 'VBZ'), ('.', '.'), ('``', '``'), ('via', 'IN'), ('we', 'PRP'), (""'re"", 'VBP'), ('fucked', 'VBN')]"
442,affected_people,'460564422466236416',"""The first U.S. case of MERS-CoV has been reported in Indiana, the Centers for Disease Control and Prevention says."" via @cnnbrk",,"""The first U.S. case of MERS-CoV has been reported in Indiana, the Centers for Disease Control and Prevention says."" via ","[('``', '``'), ('The', 'DT'), ('first', 'JJ'), ('U.S.', 'NNP'), ('case', 'NN'), ('of', 'IN'), ('MERS-CoV', 'NN'), ('has', 'VBZ'), ('been', 'VBN'), ('reported', 'VBN'), ('in', 'IN'), ('Indiana', 'NNP'), (',', ','), ('the', 'DT'), ('Centers', 'NNPS'), ('for', 'IN'), ('Disease', 'NNP'), ('Control', 'NNP'), ('and', 'CC'), ('Prevention', 'NNP'), ('says', 'VBZ'), ('.', '.'), (""''"", ""''""), ('via', 'IN')]"
443,affected_people,'460564453855993856',U.S. #MERS patient improving and will be discharged soon. Little chance disease is spreading in US. http://t.co/3bQ7wCJMCG #health,,U.S. #MERS patient improving and will be discharged soon. Little chance disease is spreading in US.  #health,"[('U.S.', 'NNP'), ('#', '#'), ('MERS', 'NNP'), ('patient', 'NN'), ('improving', 'VBG'), ('and', 'CC'), ('will', 'MD'), ('be', 'VB'), ('discharged', 'VBN'), ('soon', 'RB'), ('.', '.'), ('Little', 'RB'), ('chance', 'NN'), ('disease', 'NN'), ('is', 'VBZ'), ('spreading', 'VBG'), ('in', 'IN'), ('US', 'NNP'), ('.', '.'), ('#', '#'), ('health', 'NN')]"
444,affected_people,'460564460046786560',Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control and Prevention confirmed on Sat... http://t.co/M6VsTgFrQE,,Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control and Prevention confirmed on Sat... ,"[('Third', 'JJ'), ('Case', 'NN'), ('of', 'IN'), ('MERS', 'NNP'), ('Confirmed', 'NNP'), ('in', 'IN'), ('the', 'DT'), ('U.S.', 'NNP'), (':', ':'), ('The', 'DT'), ('U.S.', 'NNP'), ('Centers', 'NNP'), ('for', 'IN'), ('Disease', 'NNP'), ('Control', 'NNP'), ('and', 'CC'), ('Prevention', 'NNP'), ('confirmed', 'VBD'), ('on', 'IN'), ('Sat', 'NNP'), ('...', ':')]"
